date,close
2016-11-28,8126.8999
2016-11-29,8142.1499
2016-11-30,8224.5000
2016-12-01,8192.9004
2016-12-02,8086.7998
2016-12-05,8128.7500
2016-12-06,8143.1499
2016-12-07,8102.0498
2016-12-08,8246.8496
2016-12-09,8261.7500
2016-12-12,8170.7998
2016-12-13,8221.7998
2016-12-14,8182.4502
2016-12-15,8153.6001
2016-12-16,8139.4502
2016-12-19,8104.3501
2016-12-20,8082.3999
2016-12-21,8061.2998
2016-12-22,7979.1001
2016-12-23,7985.7500
2016-12-26,7908.2500
2016-12-27,8032.8501
2016-12-28,8034.8501
2016-12-29,8103.6001
2016-12-30,8185.7998
2017-01-02,8179.5000
2017-01-03,8192.2500
2017-01-04,8190.5000
2017-01-05,8273.7998
2017-01-06,8243.7998
2017-01-09,8236.0498
2017-01-10,8288.5996
2017-01-11,8380.6504
2017-01-12,8407.2002
2017-01-13,8400.3496
2017-01-16,8412.7998
2017-01-17,8398.0000
2017-01-18,8417.0000
2017-01-19,8435.0996
2017-01-20,8349.3496
2017-01-23,8391.5000
2017-01-24,8475.7998
2017-01-25,8602.7500
2017-01-27,8641.2500
2017-01-30,8632.7500
2017-01-31,8561.2998
2017-02-01,8716.4004
2017-02-02,8734.2500
2017-02-03,8740.9502
2017-02-06,8801.0498
2017-02-07,8768.2998
2017-02-08,8769.0498
2017-02-09,8778.4004
2017-02-10,8793.5498
2017-02-13,8805.0498
2017-02-14,8792.2998
2017-02-15,8724.7002
2017-02-16,8778.0000
2017-02-17,8821.7002
2017-02-20,8879.2002
2017-02-21,8907.8496
2017-02-22,8926.9004
2017-02-23,8939.5000
2017-02-27,8896.7002
2017-02-28,8879.5996
2017-03-01,8945.7998
2017-03-02,8899.7500
2017-03-03,8897.5498
2017-03-06,8963.4502
2017-03-07,8946.9004
2017-03-08,8924.2998
2017-03-09,8927.0000
2017-03-10,8934.5498
2017-03-14,9087.0000
2017-03-15,9084.7998
2017-03-16,9153.7002
2017-03-17,9160.0498
2017-03-20,9126.8496
2017-03-21,9121.5000
2017-03-22,9030.4502
2017-03-23,9086.2998
2017-03-24,9108.0000
2017-03-27,9045.2002
2017-03-28,9100.7998
2017-03-29,9143.7998
2017-03-30,9173.7500
2017-03-31,9173.7500
2017-04-03,9237.8496
2017-04-05,9265.1504
2017-04-06,9261.9502
2017-04-07,9198.2998
2017-04-10,9181.4502
2017-04-11,9237.0000
2017-04-12,9203.4502
2017-04-13,9150.7998
2017-04-17,9139.2998
2017-04-18,9105.1504
2017-04-19,9103.5000
2017-04-20,9136.4004
2017-04-21,9119.4004
2017-04-24,9217.9502
2017-04-25,9306.5996
2017-04-26,9351.8496
2017-04-27,9342.1504
2017-04-28,9304.0498
2017-05-02,9313.7998
2017-05-03,9311.9502
2017-05-04,9359.9004
2017-05-05,9285.2998
2017-05-08,9314.0498
2017-05-09,9316.8496
2017-05-10,9407.2998
2017-05-11,9422.4004
2017-05-12,9400.9004
2017-05-15,9445.4004
2017-05-16,9512.2500
2017-05-17,9525.7500
2017-05-18,9429.4502
2017-05-19,9427.9004
2017-05-22,9438.2500
2017-05-23,9386.1504
2017-05-24,9360.5498
2017-05-25,9509.7500
2017-05-26,9595.0996
2017-05-29,9604.9004
2017-05-30,9624.5498
2017-05-31,9621.2500
2017-06-01,9616.0996
2017-06-02,9653.5000
2017-06-05,9675.0996
2017-06-06,9637.1504
2017-06-07,9663.9004
2017-06-08,9647.2500
2017-06-09,9668.2500
2017-06-12,9616.4004
2017-06-13,9606.9004
2017-06-14,9618.1504
2017-06-15,9578.0498
2017-06-16,9588.0498
2017-06-19,9657.5498
2017-06-20,9653.5000
2017-06-21,9633.5996
2017-06-22,9630.0000
2017-06-23,9574.9502
2017-06-27,9511.4004
2017-06-28,9491.2500
2017-06-29,9504.0996
2017-06-30,9520.9004
2017-07-03,9615.0000
2017-07-04,9613.2998
2017-07-05,9637.5996
2017-07-06,9674.5498
2017-07-07,9665.7998
2017-07-10,9771.0498
2017-07-11,9786.0498
2017-07-12,9816.0996
2017-07-13,9891.7002
2017-07-14,9886.3496
2017-07-17,9915.9502
2017-07-18,9827.1504
2017-07-19,9899.5996
2017-07-20,9873.2998
2017-07-21,9915.2500
2017-07-24,9966.4004
2017-07-25,9964.5498
2017-07-26,10020.6504
2017-07-27,10020.5498
2017-07-28,10014.5000
2017-07-31,10077.0996
2017-08-01,10114.6504
2017-08-02,10081.5000
2017-08-03,10013.6504
2017-08-04,10066.4004
2017-08-07,10057.4004
2017-08-08,9978.5498
2017-08-09,9908.0498
2017-08-10,9820.2500
2017-08-11,9710.7998
2017-08-14,9794.1504
2017-08-16,9897.2998
2017-08-17,9904.1504
2017-08-18,9837.4004
2017-08-21,9754.3496
2017-08-22,9765.5498
2017-08-23,9852.5000
2017-08-24,9857.0498
2017-08-28,9912.7998
2017-08-29,9796.0498
2017-08-30,9884.4004
2017-08-31,9917.9004
2017-09-01,9974.4004
2017-09-04,9912.8496
2017-09-05,9952.2002
2017-09-06,9916.2002
2017-09-07,9929.9004
2017-09-08,9934.7998
2017-09-11,10006.0498
2017-09-12,10093.0498
2017-09-13,10079.2998
2017-09-14,10086.5996
2017-09-15,10085.4004
2017-09-18,10153.0996
2017-09-19,10147.5498
2017-09-20,10141.1504
2017-09-21,10121.9004
2017-09-22,9964.4004
2017-09-25,9872.5996
2017-09-26,9871.5000
2017-09-27,9735.7500
2017-09-28,9768.9502
2017-09-29,9788.5996
2017-10-03,9859.5000
2017-10-04,9914.9004
2017-10-05,9888.7002
2017-10-06,9979.7002
2017-10-09,9988.7500
2017-10-10,10016.9502
2017-10-11,9984.7998
2017-10-12,10096.4004
2017-10-13,10167.4502
2017-10-16,10230.8496
2017-10-17,10234.4502
2017-10-18,10210.8496
2017-10-19,10146.5498
2017-10-23,10184.8496
2017-10-24,10207.7002
2017-10-25,10295.3496
2017-10-26,10343.7998
2017-10-27,10323.0498
2017-10-30,10363.6504
2017-10-31,10335.2998
2017-11-01,10440.5000
2017-11-02,10423.7998
2017-11-03,10452.5000
2017-11-06,10451.7998
2017-11-07,10350.1504
2017-11-08,10303.1504
2017-11-09,10308.9502
2017-11-10,10321.7500
2017-11-13,10224.9502
2017-11-14,10186.5996
2017-11-15,10118.0498
2017-11-16,10214.7500
2017-11-17,10283.5996
2017-11-20,10298.7500
2017-11-21,10326.9004
2017-11-22,10342.2998
2017-11-23,10348.7500
2017-11-24,10389.7002
2017-11-27,10399.5498
2017-11-28,10370.2500
2017-11-29,10361.2998
2017-11-30,10226.5498
2017-12-01,10121.7998
2017-12-04,10127.7500
2017-12-05,10118.2500
2017-12-06,10044.0996
2017-12-07,10166.7002
2017-12-08,10265.6504
2017-12-11,10322.2500
2017-12-12,10240.1504
2017-12-13,10192.9502
2017-12-14,10252.0996
2017-12-15,10333.2500
2017-12-18,10388.7500
2017-12-19,10463.2002
2017-12-20,10444.2002
2017-12-21,10440.2998
2017-12-22,10493.0000
2017-12-26,10531.5000
2017-12-27,10490.7500
2017-12-28,10477.9004
2017-12-29,10530.7002
2018-01-02,10442.2002
2018-01-03,10443.2002
2018-01-04,10504.7998
2018-01-05,10558.8496
2018-01-08,10623.5996
2018-01-09,10637.0000
2018-01-10,10632.2002
2018-01-11,10651.2002
2018-01-12,10681.2500
2018-01-15,10741.5498
2018-01-16,10700.4502
2018-01-17,10788.5498
2018-01-18,10817.0000
2018-01-19,10894.7002
2018-01-22,10966.2002
2018-01-23,11083.7002
2018-01-24,11086.0000
2018-01-25,11069.6504
2018-01-29,11130.4004
2018-01-30,11049.6504
2018-01-31,11027.7002
2018-02-01,11016.9004
2018-02-02,10760.5996
2018-02-05,10666.5498
2018-02-06,10498.2500
2018-02-07,10476.7002
2018-02-08,10576.8496
2018-02-09,10454.9502
2018-02-12,10539.7500
2018-02-14,10500.9004
2018-02-15,10545.5000
2018-02-16,10452.2998
2018-02-19,10378.4004
2018-02-20,10360.4004
2018-02-21,10397.4502
2018-02-22,10382.7002
2018-02-23,10491.0498
2018-02-26,10582.5996
2018-02-27,10554.2998
2018-02-28,10492.8496
2018-03-01,10458.3496
2018-03-05,10358.8496
2018-03-06,10249.2500
2018-03-07,10154.2002
2018-03-08,10242.6504
2018-03-09,10226.8496
2018-03-12,10421.4004
2018-03-13,10426.8496
2018-03-14,10410.9004
2018-03-15,10360.1504
2018-03-16,10195.1504
2018-03-19,10094.2500
2018-03-20,10124.3496
2018-03-21,10155.2500
2018-03-22,10114.7500
2018-03-23,9998.0498
2018-03-26,10130.6504
2018-03-27,10184.1504
2018-03-28,10113.7002
2018-04-02,10211.7998
2018-04-03,10245.0000
2018-04-04,10128.4004
2018-04-05,10325.1504
2018-04-06,10331.5996
2018-04-09,10379.3496
2018-04-10,10402.2500
2018-04-11,10417.1504
2018-04-12,10458.6504
2018-04-13,10480.5996
2018-04-16,10528.3496
2018-04-17,10548.7002
2018-04-18,10526.2002
2018-04-19,10565.2998
2018-04-20,10564.0498
2018-04-23,10584.7002
2018-04-24,10614.3496
2018-04-25,10570.5498
2018-04-26,10617.7998
2018-04-27,10692.2998
2018-04-30,10739.3496
2018-05-02,10718.0498
2018-05-03,10679.6504
2018-05-04,10618.2500
2018-05-07,10715.5000
2018-05-08,10717.7998
2018-05-09,10741.7002
2018-05-10,10716.5498
2018-05-11,10806.5000
2018-05-14,10806.5996
2018-05-15,10801.8496
2018-05-16,10741.0996
2018-05-17,10682.7002
2018-05-18,10596.4004
2018-05-21,10516.7002
2018-05-22,10536.7002
2018-05-23,10430.3496
2018-05-24,10513.8496
2018-05-25,10605.1504
2018-05-28,10688.6504
2018-05-29,10633.2998
2018-05-30,10614.3496
2018-05-31,10736.1504
2018-06-01,10696.2002
2018-06-04,10628.5000
2018-06-05,10593.1504
2018-06-06,10684.6504
2018-06-07,10768.3496
2018-06-08,10767.6504
2018-06-11,10786.9502
2018-06-12,10842.8496
2018-06-13,10856.7002
2018-06-14,10808.0498
2018-06-15,10817.7002
2018-06-18,10799.8496
2018-06-19,10710.4502
2018-06-20,10772.0498
2018-06-21,10741.0996
2018-06-22,10821.8496
2018-06-25,10762.4502
2018-06-26,10769.1504
2018-06-27,10671.4004
2018-06-28,10589.0996
2018-06-29,10714.2998
2018-07-02,10657.2998
2018-07-03,10699.9004
2018-07-04,10769.9004
2018-07-05,10749.7500
2018-07-06,10772.6504
2018-07-09,10852.9004
2018-07-10,10947.2500
2018-07-11,10948.2998
2018-07-12,11023.2002
2018-07-13,11018.9004
2018-07-16,10936.8496
2018-07-17,11008.0498
2018-07-18,10980.4502
2018-07-19,10957.0996
2018-07-20,11010.2002
2018-07-23,11084.7500
2018-07-24,11134.2998
2018-07-25,11132.0000
2018-07-26,11167.2998
2018-07-27,11278.3496
2018-07-30,11319.5498
2018-07-31,11356.5000
2018-08-01,11346.2002
2018-08-02,11244.7002
2018-08-03,11360.7998
2018-08-06,11387.0996
2018-08-07,11389.4502
2018-08-08,11450.0000
2018-08-09,11470.7002
2018-08-10,11429.5000
2018-08-13,11355.7500
2018-08-14,11435.0996
2018-08-16,11385.0498
2018-08-17,11470.7500
2018-08-20,11551.7500
2018-08-21,11570.9004
2018-08-23,11582.7500
2018-08-24,11557.0996
2018-08-27,11691.9502
2018-08-28,11738.5000
2018-08-29,11691.9004
2018-08-30,11676.7998
2018-08-31,11680.5000
2018-09-03,11582.3496
2018-09-04,11520.2998
2018-09-05,11476.9502
2018-09-06,11536.9004
2018-09-07,11589.0996
2018-09-10,11438.0996
2018-09-11,11287.5000
2018-09-12,11369.9004
2018-09-14,11515.2002
2018-09-17,11377.7500
2018-09-18,11278.9004
2018-09-19,11234.3496
2018-09-21,11143.0996
2018-09-24,10967.4004
2018-09-25,11067.4502
2018-09-26,11053.7998
2018-09-27,10977.5498
2018-09-28,10930.4502
2018-10-01,11008.2998
2018-10-03,10858.2500
2018-10-04,10599.2500
2018-10-05,10316.4502
2018-10-08,10348.0498
2018-10-09,10301.0498
2018-10-10,10460.0996
2018-10-11,10234.6504
2018-10-12,10472.5000
2018-10-15,10512.5000
2018-10-16,10584.7500
2018-10-17,10453.0498
2018-10-19,10303.5498
2018-10-22,10245.2500
2018-10-23,10146.7998
2018-10-24,10224.7500
2018-10-25,10124.9004
2018-10-26,10030.0000
2018-10-29,10250.8496
2018-10-30,10198.4004
2018-10-31,10386.5996
2018-11-01,10380.4502
2018-11-02,10553.0000
2018-11-05,10524.0000
2018-11-06,10530.0000
2018-11-07,10598.4004
2018-11-09,10585.2002
2018-11-12,10482.2002
2018-11-13,10582.5000
2018-11-14,10576.2998
2018-11-15,10616.7002
2018-11-16,10682.2002
2018-11-19,10763.4004
2018-11-20,10656.2002
2018-11-21,10600.0498
2018-11-22,10526.7500
2018-11-26,10628.5996
2018-11-27,10685.5996
2018-11-28,10728.8496
2018-11-29,10858.7002
2018-11-30,10876.7500
2018-12-03,10883.7500
2018-12-04,10869.5000
2018-12-05,10782.9004
2018-12-06,10601.1504
2018-12-07,10693.7002
2018-12-10,10488.4502
2018-12-11,10549.1504
2018-12-12,10737.5996
2018-12-13,10791.5498
2018-12-14,10805.4502
2018-12-17,10888.3496
2018-12-18,10908.7002
2018-12-19,10967.2998
2018-12-20,10951.7002
2018-12-21,10754.0000
2018-12-24,10663.5000
2018-12-26,10729.8496
2018-12-27,10779.7998
2018-12-28,10859.9004
2018-12-31,10862.5498
2019-01-02,10792.5000
2019-01-03,10672.2500
2019-01-04,10727.3496
2019-01-07,10771.7998
2019-01-08,10802.1504
2019-01-09,10855.1504
2019-01-10,10821.5996
2019-01-11,10794.9502
2019-01-14,10737.5996
2019-01-15,10886.7998
2019-01-16,10890.2998
2019-01-17,10905.2002
2019-01-18,10906.9502
2019-01-21,10961.8496
2019-01-22,10922.7500
2019-01-23,10831.5000
2019-01-24,10849.7998
2019-01-25,10780.5498
2019-01-28,10661.5498
2019-01-29,10652.2002
2019-01-30,10651.7998
2019-01-31,10830.9502
2019-02-01,10893.6504
2019-02-04,10912.2500
2019-02-05,10934.3496
2019-02-06,11062.4502
2019-02-07,11069.4004
2019-02-08,10943.5996
2019-02-11,10888.7998
2019-02-12,10831.4004
2019-02-14,10746.0498
2019-02-15,10724.4004
2019-02-18,10640.9502
2019-02-19,10604.3496
2019-02-20,10735.4502
2019-02-21,10789.8496
2019-02-22,10791.6504
2019-02-25,10880.0996
2019-02-26,10835.2998
2019-02-27,10806.6504
2019-02-28,10792.5000
2019-03-01,10863.5000
2019-03-05,10987.4502
2019-03-06,11053.0000
2019-03-07,11058.2002
2019-03-08,11035.4004
2019-03-11,11168.0498
2019-03-12,11301.2002
2019-03-13,11341.7002
2019-03-14,11343.2500
2019-03-15,11426.8496
2019-03-18,11462.2002
2019-03-19,11532.4004
2019-03-20,11521.0498
2019-03-22,11456.9004
2019-03-25,11354.2500
2019-03-26,11483.2500
2019-03-27,11445.0498
2019-03-28,11570.0000
2019-04-01,11669.1504
2019-04-02,11713.2002
2019-04-03,11643.9502
2019-04-04,11598.0000
2019-04-05,11665.9502
2019-04-08,11604.5000
2019-04-09,11671.9502
2019-04-10,11584.2998
2019-04-11,11596.7002
2019-04-12,11643.4502
2019-04-15,11690.3496
2019-04-16,11787.1504
2019-04-18,11752.7998
2019-04-22,11594.4502
2019-04-23,11575.9502
2019-04-24,11726.1504
2019-04-25,11641.7998
2019-04-26,11754.6504
2019-04-30,11748.1504
2019-05-02,11724.7500
2019-05-03,11712.2500
2019-05-06,11598.2500
2019-05-07,11497.9004
2019-05-08,11359.4502
2019-05-09,11301.7998
2019-05-10,11278.9004
2019-05-13,11148.2002
2019-05-14,11222.0498
2019-05-15,11157.0000
2019-05-16,11257.0996
2019-05-17,11407.1504
2019-05-20,11828.2500
2019-05-21,11709.0996
2019-05-22,11737.9004
2019-05-23,11657.0498
2019-05-24,11844.0996
2019-05-27,11924.7500
2019-05-28,11928.7500
2019-05-29,11861.0996
2019-05-30,11945.9004
2019-05-31,11922.7998
2019-06-03,12088.5498
2019-06-04,12021.6504
2019-06-06,11843.7500
2019-06-07,11870.6504
2019-06-10,11922.7002
2019-06-11,11965.5996
2019-06-12,11906.2002
2019-06-13,11914.0498
2019-06-14,11823.2998
2019-06-17,11672.1504
2019-06-18,11691.5000
2019-06-19,11691.4502
2019-06-20,11831.7500
2019-06-21,11724.0996
2019-06-24,11699.6504
2019-06-25,11796.4502
2019-06-26,11847.5498
2019-06-27,11841.5498
2019-06-28,11788.8496
2019-07-01,11865.5996
2019-07-02,11910.2998
2019-07-03,11916.7500
2019-07-04,11946.7500
2019-07-05,11811.1504
2019-07-08,11558.5996
2019-07-09,11555.9004
2019-07-10,11498.9004
2019-07-11,11582.9004
2019-07-12,11552.5000
2019-07-15,11588.3496
2019-07-16,11662.5996
2019-07-17,11687.5000
2019-07-18,11596.9004
2019-07-19,11419.2500
2019-07-22,11346.2002
2019-07-23,11331.0498
2019-07-24,11271.2998
2019-07-25,11252.1504
2019-07-26,11284.2998
2019-07-29,11189.2002
2019-07-30,11085.4004
2019-07-31,11118.0000
2019-08-01,10980.0000
2019-08-02,10997.3496
2019-08-05,10862.5996
2019-08-06,10948.2500
2019-08-07,10855.5000
2019-08-08,11032.4502
2019-08-09,11109.6504
2019-08-13,10925.8496
2019-08-14,11029.4004
2019-08-16,11047.7998
2019-08-19,11053.9004
2019-08-20,11017.0000
2019-08-21,10918.7002
2019-08-22,10741.3496
2019-08-23,10829.3496
2019-08-26,11057.8496
2019-08-27,11105.3496
2019-08-28,11046.0996
2019-08-29,10948.2998
2019-08-30,11023.2500
2019-09-03,10797.9004
2019-09-04,10844.6504
2019-09-05,10847.9004
2019-09-06,10946.2002
2019-09-09,11003.0498
2019-09-11,11035.7002
2019-09-12,10982.7998
2019-09-13,11075.9004
2019-09-16,11003.5000
2019-09-17,10817.5996
2019-09-18,10840.6504
2019-09-19,10704.7998
2019-09-20,11274.2002
2019-09-23,11600.2002
2019-09-24,11588.2002
2019-09-25,11440.2002
2019-09-26,11571.2002
2019-09-27,11512.4004
2019-09-30,11474.4502
2019-10-01,11359.9004
2019-10-03,11314.0000
2019-10-04,11174.7500
2019-10-07,11126.4004
2019-10-09,11313.2998
2019-10-10,11234.5498
2019-10-11,11305.0498
2019-10-14,11341.1504
2019-10-15,11428.2998
2019-10-16,11464.0000
2019-10-17,11586.3496
2019-10-18,11661.8496
2019-10-22,11588.3496
2019-10-23,11604.0996
2019-10-24,11582.5996
2019-10-25,11583.9004
2019-10-29,11786.8496
2019-10-30,11844.0996
2019-10-31,11877.4502
2019-11-01,11890.5996
2019-11-04,11941.2998
2019-11-05,11917.2002
2019-11-06,11966.0498
2019-11-07,12012.0498
2019-11-08,11908.1504
2019-11-11,11913.4502
2019-11-13,11840.4502
2019-11-14,11872.0996
2019-11-15,11895.4502
2019-11-18,11884.5000
2019-11-19,11940.0996
2019-11-20,11999.0996
2019-11-21,11968.4004
2019-11-22,11914.4004
2019-11-25,12073.7500
2019-11-26,12037.7002
2019-11-27,12100.7002
2019-11-28,12151.1504
2019-11-29,12056.0498
2019-12-02,12048.2002
2019-12-03,11994.2002
2019-12-04,12043.2002
2019-12-05,12018.4004
2019-12-06,11921.5000
2019-12-09,11937.5000
2019-12-10,11856.7998
2019-12-11,11910.1504
2019-12-12,11971.7998
2019-12-13,12086.7002
2019-12-16,12053.9502
2019-12-17,12165.0000
2019-12-18,12221.6504
2019-12-19,12259.7002
2019-12-20,12271.7998
2019-12-23,12262.7500
2019-12-24,12214.5498
2019-12-26,12126.5498
2019-12-27,12245.7998
2019-12-30,12255.8496
2019-12-31,12168.4502
2020-01-01,12182.5000
2020-01-02,12282.2002
2020-01-03,12226.6504
2020-01-06,11993.0498
2020-01-07,12052.9502
2020-01-08,12025.3496
2020-01-09,12215.9004
2020-01-10,12256.7998
2020-01-13,12329.5498
2020-01-14,12362.2998
2020-01-15,12343.2998
2020-01-16,12355.5000
2020-01-17,12352.3496
2020-01-20,12224.5498
2020-01-21,12169.8496
2020-01-22,12106.9004
2020-01-23,12180.3496
2020-01-24,12248.2500
2020-01-27,12119.0000
2020-01-28,12055.7998
2020-01-29,12129.5000
2020-01-30,12035.7998
2020-01-31,11962.0996
2020-02-03,11707.9004
2020-02-04,11979.6504
2020-02-05,12089.1504
2020-02-06,12137.9502
2020-02-07,12098.3496
2020-02-10,12031.5000
2020-02-11,12107.9004
2020-02-12,12201.2002
2020-02-13,12174.6504
2020-02-14,12113.4502
2020-02-17,12045.7998
2020-02-18,11992.5000
2020-02-19,12125.9004
2020-02-20,12080.8496
2020-02-24,11829.4004
2020-02-25,11797.9004
2020-02-26,11678.5000
2020-02-27,11633.2998
2020-02-28,11201.7500
2020-03-02,11132.7500
2020-03-03,11303.2998
2020-03-04,11251.0000
2020-03-05,11269.0000
2020-03-06,10989.4502
2020-03-09,10451.4502
2020-03-11,10458.4004
2020-03-12,9590.1504
2020-03-13,9955.2002
2020-03-16,9197.4004
2020-03-17,8967.0498
2020-03-18,8468.7998
2020-03-19,8263.4502
2020-03-20,8745.4502
2020-03-23,7610.2500
2020-03-24,7801.0498
2020-03-25,8317.8496
2020-03-26,8641.4502
2020-03-27,8660.2500
2020-03-30,8281.0996
2020-03-31,8597.7500
2020-04-01,8253.7998
2020-04-03,8083.7998
2020-04-07,8792.2002
2020-04-08,8748.7500
2020-04-09,9111.9004
2020-04-13,8993.8496
2020-04-15,8925.2998
2020-04-16,8992.7998
2020-04-17,9266.7500
2020-04-20,9261.8496
2020-04-21,8981.4502
2020-04-22,9187.2998
2020-04-23,9313.9004
2020-04-24,9154.4004
2020-04-27,9282.2998
2020-04-28,9380.9004
2020-04-29,9553.3496
2020-04-30,9859.9004
2020-05-04,9293.5000
2020-05-05,9205.5996
2020-05-06,9270.9004
2020-05-07,9199.0498
2020-05-08,9251.5000
2020-05-11,9239.2002
2020-05-12,9196.5498
2020-05-13,9383.5498
2020-05-14,9142.7500
2020-05-15,9136.8496
2020-05-18,8823.2500
2020-05-19,8879.0996
2020-05-20,9066.5498
2020-05-21,9106.2500
2020-05-22,9039.2500
2020-05-26,9029.0498
2020-05-27,9314.9502
2020-05-28,9490.0996
2020-05-29,9580.2998
2020-06-01,9826.1504
2020-06-02,9979.0996
2020-06-03,10061.5498
2020-06-04,10029.0996
2020-06-05,10142.1504
2020-06-08,10167.4502
2020-06-09,10046.6504
2020-06-10,10116.1504
2020-06-11,9902.0000
2020-06-12,9972.9004
2020-06-15,9813.7002
2020-06-16,9914.0000
2020-06-17,9881.1504
2020-06-18,10091.6504
2020-06-19,10244.4004
2020-06-22,10311.2002
2020-06-23,10471.0000
2020-06-24,10305.2998
2020-06-25,10288.9004
2020-06-26,10383.0000
2020-06-29,10312.4004
2020-06-30,10302.0996
2020-07-01,10430.0498
2020-07-02,10551.7002
2020-07-03,10607.3496
2020-07-06,10763.6504
2020-07-07,10799.6504
2020-07-08,10705.7500
2020-07-09,10813.4502
2020-07-10,10768.0498
2020-07-13,10802.7002
2020-07-14,10607.3496
2020-07-15,10618.2002
2020-07-16,10739.9502
2020-07-17,10901.7002
2020-07-20,11022.2002
2020-07-21,11162.2500
2020-07-22,11132.5996
2020-07-23,11215.4502
2020-07-24,11194.1504
2020-07-27,11131.7998
2020-07-28,11300.5498
2020-07-29,11202.8496
2020-07-30,11102.1504
2020-07-31,11073.4502
2020-08-03,10891.5996
2020-08-04,11095.2500
2020-08-05,11101.6504
2020-08-06,11200.1504
2020-08-07,11214.0498
2020-08-10,11270.1504
2020-08-11,11322.5000
2020-08-12,11308.4004
2020-08-13,11300.4502
2020-08-14,11178.4004
2020-08-17,11247.0996
2020-08-18,11385.3496
2020-08-19,11408.4004
2020-08-20,11312.2002
2020-08-21,11371.5996
2020-08-24,11466.4502
2020-08-25,11472.2500
2020-08-26,11549.5996
2020-08-27,11559.2500
2020-08-28,11647.5996
2020-08-31,11387.5000
2020-09-01,11470.2500
2020-09-02,11535.0000
2020-09-03,11527.4502
2020-09-04,11333.8496
2020-09-07,11355.0498
2020-09-08,11317.3496
2020-09-09,11278.0000
2020-09-10,11449.2500
2020-09-11,11464.4502
2020-09-14,11440.0498
2020-09-15,11521.7998
2020-09-16,11604.5498
2020-09-17,11516.0996
2020-09-18,11504.9502
2020-09-21,11250.5498
2020-09-22,11153.6504
2020-09-23,11131.8496
2020-09-24,10805.5498
2020-09-25,11050.2500
2020-09-28,11227.5498
2020-09-29,11222.4004
2020-09-30,11247.5498
2020-10-01,11416.9502
2020-10-05,11503.3496
2020-10-06,11662.4004
2020-10-07,11738.8496
2020-10-08,11834.5996
2020-10-09,11914.2002
2020-10-12,11930.9502
2020-10-13,11934.5000
2020-10-14,11971.0498
2020-10-15,11680.3496
2020-10-16,11762.4502
2020-10-19,11873.0498
2020-10-20,11896.7998
2020-10-21,11937.6504
2020-10-22,11896.4502
2020-10-23,11930.3496
2020-10-26,11767.7500
2020-10-27,11889.4004
2020-10-28,11729.5996
2020-10-29,11670.7998
2020-10-30,11642.4004
2020-11-02,11669.1504
2020-11-03,11813.5000
2020-11-04,11908.5000
2020-11-05,12120.2998
2020-11-06,12263.5498
2020-11-09,12461.0498
2020-11-10,12631.0996
2020-11-11,12749.1504
2020-11-12,12690.7998
2020-11-13,12719.9502
2020-11-17,12874.2002
2020-11-18,12938.2500
2020-11-19,12771.7002
2020-11-20,12859.0498
2020-11-23,12926.4502
2020-11-24,13055.1504
2020-11-25,12858.4004
2020-11-26,12987.0000
2020-11-27,12968.9502
2020-12-01,13109.0498
